Report_Date,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Cases being reassigned to states,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,Daman & Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Ladakh,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Telengana,Tripura,Unassigned,Uttar Pradesh,Uttarakhand,West Bengal
2020-06-07,125,18697,269,11388,11876,4913,466,3207,0,271,0,99444,1761,36037,17005,1063,8429,2781,23474,5429,1005,0,14930,206619,1366,62,186,590,9070,802,6283,20164,123,111151,0,23902,1568,0,27707,3124,22126
2020-06-08,1027,186461,1855,50445,64770,0,1270,10407,0,1366,0,140232,7423,66669,38548,2916,22955,14888,151449,29151,1592,0,35734,468265,3093,929,537,2498,39018,4433,19856,47272,800,273460,0,73050,5725,0,104388,8254,83800
2020-06-09,3292,487331,4914,123922,145832,0,5502,43163,0,2537,0,188193,20455,102844,74272,7018,42241,49797,389232,84759,2996,0,71880,883862,6883,2916,1062,4128,120221,16566,61527,89363,1901,457697,0,140969,15109,0,259765,23961,177701
2020-06-10,3899,723512,10783,187718,189442,0,12578,126005,0,3092,0,292560,35719,143865,134909,16033,79738,88026,647712,234928,4641,0,137098,1453653,12105,6767,2128,6594,235330,29277,119184,146195,3191,625391,0,202594,27308,0,417437,51991,273679
2020-06-11,4403,835953,15244,208054,219349,0,14794,196233,0,3268,0,416653,44544,177436,176146,23809,97224,103543,838929,466466,6633,0,174825,1703444,19725,9893,2990,9264,297274,35550,135834,205800,4093,736777,0,247284,31347,0,491354,64065,393524
2020-06-12,4747,871305,16384,213662,237552,0,17926,245580,0,3341,0,589544,48574,217333,242398,44405,112757,110186,891685,631615,8840,0,213050,1847509,25857,12164,3934,11340,320803,37209,155424,278496,5168,788920,0,273341,32891,0,553012,77573,499697
2020-06-13,38,5680,67,3498,6103,7984,334,1429,0,30,0,36824,463,22527,6334,486,4730,1617,6516,2322,239,0,10443,101141,385,44,104,156,3498,157,2986,12068,63,40698,0,4484,961,0,12616,1724,10244
2020-06-14,38,5965,87,3718,6290,7436,345,1512,0,35,0,38958,523,23038,6749,502,4878,1711,6824,2407,437,0,10641,104568,449,44,107,163,3723,176,3063,12401,63,42687,0,4737,1046,0,13118,1785,10698
2020-06-15,38,6163,91,4049,6470,6972,352,1662,0,36,0,41182,564,23544,7208,518,5041,1745,7000,2461,549,0,10802,107958,458,44,112,168,3909,194,3140,12694,68,44661,0,4974,1076,0,13615,1819,11087
2020-06-16,41,6456,91,4158,6650,7684,354,1756,0,36,0,42829,592,24055,7722,556,5220,1763,7213,2543,555,0,10935,110744,490,44,117,177,4055,202,3267,12981,68,46504,0,5193,1086,0,13615,1845,11494
2020-06-17,44,6841,95,4319,6778,8273,358,1781,0,45,0,44688,629,24577,8272,560,5298,1839,7530,2622,649,0,11083,113445,500,44,121,179,4163,216,3371,13216,70,48019,0,5406,1092,0,14091,1942,11909
2020-06-18,44,7071,99,4605,6942,8703,368,1864,0,57,0,47102,656,25093,8832,569,5406,1895,7734,2697,687,0,11244,116752,552,44,121,193,4338,245,3497,13542,70,50193,0,5675,1135,0,14598,2023,12300
2020-06-19,44,7518,103,4777,7025,8927,374,1946,0,58,0,49979,705,25601,9218,595,5555,1920,7944,2794,687,0,11426,120504,606,44,130,193,4512,271,3615,13857,70,52334,0,6027,1155,0,15181,2102,12735
2020-06-20,45,7961,103,4904,7181,9265,381,2028,0,62,0,53116,725,26141,9743,619,5680,1965,8281,2912,744,0,11582,124331,681,44,130,198,4677,286,3832,14156,70,54449,0,6526,1178,0,15785,2177,13090
2020-06-21,47,8452,135,4904,7533,9127,404,2041,0,68,0,56746,754,26680,10223,656,5834,1965,8697,3039,836,0,11724,128205,777,44,140,201,4856,286,3952,14536,70,56845,0,7072,1186,0,16594,2301,13531
2020-06-22,48,8999,135,5388,7612,7832,406,2275,0,88,0,59746,754,27260,10635,673,5956,2073,9150,3172,837,0,11903,132075,841,44,141,211,5160,366,4074,14930,78,59377,0,7802,1221,0,17731,2344,13945
2020-06-23,48,9372,139,5586,7825,8015,411,2303,0,91,0,62655,864,27825,11025,727,6088,2137,9399,3310,847,0,12078,135796,898,44,141,280,5303,383,4235,15232,78,62087,0,8674,1237,0,18322,2402,14358
2020-06-24,50,10002,148,5831,8153,8141,418,2362,0,120,0,66602,909,28371,11520,775,6236,2185,9721,3451,932,0,12261,139010,921,46,142,330,5470,402,4397,15627,79,64603,0,9553,1259,0,18893,2535,14728
2020-06-25,56,10331,158,6198,8209,8493,420,2419,0,120,0,70390,951,28943,12010,806,6422,2207,10118,3603,941,0,12448,142900,970,46,142,347,5752,461,4627,16009,84,67468,0,10444,1259,0,19557,2623,15173
2020-06-26,59,10884,160,6321,8473,8123,423,2452,0,155,0,73780,995,29520,12463,839,6549,2262,10560,3726,941,0,12596,147741,1056,46,145,355,5962,502,4769,16296,85,70977,0,11364,1290,0,20193,2691,15648
2020-06-27,72,11489,172,6607,8716,8023,425,2545,0,163,0,77240,1039,30095,12884,864,6762,2290,11005,3876,946,0,12798,152765,1075,47,145,371,6180,502,4957,16660,86,74622,0,12349,1325,0,20943,2725,16190
2020-06-28,72,12285,177,6816,8931,7839,428,2545,0,177,0,80188,1128,30709,13427,894,6966,2339,11923,4071,960,0,12965,159133,1092,47,148,387,6350,619,5056,16944,87,78335,0,13436,1334,0,21549,2791,16711
2020-06-29,76,13241,182,7206,9212,7285,429,2662,0,178,0,83077,1198,31320,13829,916,7093,2364,13190,4189,963,0,13186,164626,1185,47,148,415,6614,619,5216,17271,88,82275,0,14419,1346,0,22147,2823,17283
2020-06-30,90,13891,187,7752,9640,7004,435,2761,0,203,0,85161,1198,31938,14210,942,7237,2426,14295,4189,964,0,13370,169883,1227,47,148,434,6859,619,5418,17660,88,86224,0,15394,1380,0,22828,2831,17907
2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-03,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,15,0,1,0,1,0,0,7,0,0
2020-07-04,10,266,1,26,32,0,18,10,0,0,0,576,7,165,90,13,116,4,175,327,14,0,229,868,2,0,1,0,42,5,91,288,0,621,0,364,1,0,305,31,91
2020-07-05,33,1777,1,45,542,0,120,59,0,1,0,5532,7,6625,594,45,775,127,693,503,41,0,3138,16758,2,12,1,0,185,9,1516,3317,0,4829,0,1107,43,0,2998,61,1456
2020-07-06,33,4510,47,2397,4915,8605,309,923,0,19,0,27654,267,19592,3952,400,3467,1000,5213,1807,99,0,9228,82968,157,33,24,107,2781,99,2515,10331,7,30152,0,3496,747,0,9733,1303,7738
2020-07-07,141,20019,270,12160,12125,5034,489,3305,0,297,0,100823,1813,36772,17504,1077,8675,2847,25317,5622,1005,0,15284,211987,1390,80,197,625,9526,802,6491,20688,125,114978,0,25733,1680,0,28636,3161,22987
2020-07-08,1123,196789,1948,52817,67788,0,1327,10932,0,1391,0,141531,7614,67699,39303,3047,23454,15756,158254,30449,1595,0,36564,479779,3217,990,539,2580,40717,4621,20891,48996,829,279144,0,75257,5853,0,108974,8552,86754
2020-07-09,3332,498125,5000,125459,147661,0,5763,45263,0,2575,0,191449,20829,104179,76549,7415,43557,51063,398551,87841,3036,0,73574,907212,7022,3005,1114,4178,124031,17032,63473,90956,1910,463480,0,142771,15508,0,266283,24629,180788
2020-07-10,3912,729307,11007,188902,190740,0,12707,128893,0,3103,0,295236,36238,145200,136115,16283,80476,88873,657705,242799,4720,0,138668,1465911,12240,7037,2148,6662,238003,29682,120016,148316,3216,630408,0,204748,27545,0,420937,52329,277049
2020-07-11,4420,838363,15325,208389,220099,0,14927,197991,0,3272,0,423831,44747,178471,178413,24239,97805,103899,841889,473468,6718,0,175603,1710314,19891,9979,3032,9327,298768,35675,136481,207597,4144,739147,0,248891,31434,0,493527,64538,397466
2020-07-12,4758,871972,16395,213759,238106,0,18027,246809,0,3342,0,592250,48686,218788,243896,44958,113288,110278,893006,636392,8893,0,214505,1852266,26073,12237,3936,11379,321196,37224,156226,280585,5197,790240,0,273858,32897,0,554944,77997,502840
2020-07-13,163,29168,359,16071,16642,2358,559,4059,0,479,0,112494,2453,41820,21240,1213,10513,3756,38843,7873,1086,0,17632,254427,1609,306,231,774,13121,1418,7821,24392,153,138470,0,34671,2054,0,36476,3537,30013
2020-07-14,166,31103,387,16806,17959,2179,588,4217,0,495,0,113740,2583,42722,21894,1243,10827,3898,41581,8322,1093,0,18207,260924,1626,318,233,845,13737,1468,8178,24936,192,142798,0,36221,2080,0,38130,3608,31448
2020-07-15,166,33019,462,17807,19284,1524,600,4379,0,520,0,115346,2753,43637,22628,1309,11173,4091,44077,8930,1093,0,19005,267665,1672,318,238,896,14280,1531,8511,25571,209,147324,0,37745,2170,0,39724,3686,32838
2020-07-16,176,35451,462,18666,20612,1285,625,4539,0,539,0,116993,2951,44552,23306,1341,11666,4320,47253,9553,1142,0,19643,275640,1700,346,238,902,14898,1596,8799,26437,220,151820,0,39342,2268,0,41383,3785,34427
2020-07-17,180,38044,543,19754,21764,531,651,4732,0,552,0,118645,3108,45481,24002,1377,12156,4624,51422,10275,1147,0,20378,284281,1764,377,272,916,15392,1743,9094,27174,243,156369,0,41018,2283,0,43441,3982,36117
2020-07-18,194,40646,609,20646,23589,163,660,4964,0,585,0,120107,3304,46430,24797,1417,12757,4921,55115,11066,1151,0,21081,292589,1800,403,282,956,16110,1832,9442,27789,266,160907,0,42496,2366,0,45163,4102,38011
2020-07-19,198,44609,650,22918,25136,0,700,5233,0,602,0,121582,3484,47390,25547,1457,13198,5342,59652,11659,1159,0,21763,300937,1891,418,284,978,16701,1894,9792,28500,275,165714,0,43780,2654,0,47036,4276,40209
2020-07-20,203,49650,740,23999,26569,0,717,5407,0,605,0,122793,3657,48355,26164,1483,13899,5535,63772,12480,1178,0,22600,310455,1911,450,284,988,17437,1999,10100,29434,283,170693,0,45076,2878,0,49247,4515,42487
2020-07-21,207,53724,790,25382,27646,0,737,5561,0,684,0,123747,3853,49353,26858,1631,14650,5756,67420,13274,1195,0,23310,318695,1925,466,297,1021,18110,2092,10510,30390,305,175678,0,46274,3079,0,51160,4642,44769
2020-07-22,212,58668,858,25382,28952,0,751,5729,0,705,0,125096,4027,50379,27462,1664,15258,6159,71069,13994,1198,0,24095,327031,2015,490,317,1030,18757,2179,10889,31373,330,180643,0,47705,3331,0,53288,4849,47030
2020-07-23,221,64713,949,26772,30369,0,793,5968,0,733,0,126323,4176,51399,28186,1725,15711,6485,75833,15032,1206,0,24842,337607,2060,514,317,1084,19835,2300,11301,32334,438,186492,0,49259,3449,0,55588,5300,49321
2020-07-24,240,72711,991,28791,31980,0,800,6254,0,770,0,127364,4350,52477,28975,1834,16429,6975,80863,16110,1210,0,25474,347502,2115,534,332,1174,21099,2420,11739,33220,460,192964,0,50826,3656,0,58104,5445,51757
2020-07-25,259,80858,1056,29921,33926,0,823,6731,0,815,0,128389,4540,53545,29755,1954,16782,7493,85870,16995,1246,0,26210,357117,2146,588,361,1239,22693,2515,12216,34178,477,199749,0,52466,3759,0,60771,5445,53973
2020-07-26,290,88671,1126,31086,36604,0,852,7087,0,860,0,129531,4686,54626,30538,2049,17305,7836,90942,18098,1276,0,26926,366368,2176,646,361,1289,24013,2654,12684,35298,499,206737,0,52466,3862,0,63742,5961,56377
2020-07-27,324,96298,1158,32228,39176,0,887,7450,0,914,0,130606,4861,55822,31332,2176,17920,8275,96141,19025,1285,0,27800,375799,2235,702,361,1339,25389,2786,13218,35909,545,213723,0,54059,3900,0,66988,6104,58718
2020-07-28,338,102349,1239,33576,41244,0,910,7745,0,946,0,131219,5119,56874,32127,2270,18390,8683,101465,19727,1306,0,28589,383723,2286,738,384,1385,26892,2872,13769,36878,555,220716,0,57142,4049,0,70493,6328,60830
2020-07-29,363,110297,1330,34947,43843,0,934,8257,0,982,0,132275,5287,57982,32876,2330,18879,9078,107001,20894,1327,0,29217,391440,2317,779,384,1460,28107,3011,14378,38514,579,227688,0,57142,4269,0,73951,6587,62964
2020-07-30,428,120390,1410,36295,46080,0,978,8539,0,1026,0,133310,5489,59126,33631,2403,19419,9861,112504,21797,1347,0,30134,400651,2458,784,398,1513,29175,3177,14946,38964,596,234114,0,58906,4485,0,77334,6866,65258
2020-07-31,471,130557,1484,38407,48477,0,1016,8761,0,1064,0,134403,5704,60285,34254,2506,19869,10167,118632,22303,1378,0,30968,411798,2505,803,408,1566,30378,3298,15456,40145,610,239978,0,60717,4706,0,81039,7065,67692
2020-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,15,0,1,0,1,0,0,7,0,0
2020-08-04,10,305,1,27,38,0,18,10,0,0,0,576,7,165,147,18,116,4,175,336,14,0,229,1018,2,0,1,0,42,5,91,328,0,690,0,427,1,0,343,31,99
2020-08-05,33,1847,1,54,550,0,135,59,0,1,0,5980,7,7012,625,46,793,132,705,503,42,0,3252,17974,2,12,1,0,219,9,1644,3427,0,5409,0,1123,65,0,3071,61,1548
2020-08-06,33,4708,51,2565,5088,9189,314,1073,0,20,0,27654,300,20070,4448,413,4087,1099,5452,1914,103,0,9401,85975,172,36,34,118,2856,99,2608,10599,7,31667,0,3580,800,0,10536,1355,8187
2020-08-07,147,21197,276,12522,12570,5018,494,3415,0,405,0,102831,1903,37550,17999,1083,8931,2996,26815,5894,1041,0,15627,217121,1430,80,197,625,10097,930,6749,21404,125,118594,0,27612,1704,0,29968,3230,23837
2020-08-08,1222,206960,2049,55496,71304,0,1374,11408,0,1437,0,142723,7947,68768,40054,3150,23927,16465,164924,31700,1614,0,37298,490262,3466,1006,566,2657,42550,4862,21930,50157,854,285024,0,77513,5999,0,113378,8901,89666
2020-08-09,3359,506493,5180,128244,149027,0,5995,47280,0,2590,0,193526,21173,105509,78773,7660,44570,52620,404324,89489,3064,0,75459,923641,7106,3034,1114,4220,127892,17316,65583,92536,1939,469256,0,145163,16135,0,271851,25436,183865
2020-08-10,3935,734427,11267,190209,191985,0,12820,131739,0,3120,0,298107,36670,146673,137398,16565,81097,89702,668652,253405,4802,0,140307,1480489,12489,7165,2150,6715,240998,30161,120860,150467,3234,635855,0,206644,27759,0,424326,52959,280504
2020-08-11,4441,840730,15389,208637,220936,0,15025,199562,0,3273,0,430784,44916,179517,180424,24812,98337,104239,844147,480669,6790,0,176468,1714273,20131,10047,3090,9455,300140,35744,136958,209438,4195,741488,0,250331,31517,0,495421,65036,401394
2020-08-12,4773,872288,16415,213925,238648,0,18113,248232,0,3346,0,593924,48776,220168,245288,45697,113568,110457,894004,639664,8896,0,215957,1855341,26225,12314,3968,11418,321564,37270,156839,282512,5203,791552,0,274540,32925,0,556397,78509,505054
2020-08-13,1900,254146,2430,68999,90321,0,1751,13498,0,1696,0,148504,9924,74318,44024,3636,26413,19743,196494,38144,1811,0,41604,548313,3982,1179,649,3118,50672,6381,26909,56100,930,314520,0,86475,6603,0,136238,10886,104326
2020-08-14,2037,264142,2512,71795,94193,0,1842,13937,0,1752,0,149460,10494,75408,44817,3816,26949,20881,203200,39708,1849,0,42618,560126,4112,1193,649,3168,52653,6680,27936,57414,931,320355,0,88396,6767,0,140775,11302,107323
2020-08-15,2186,273085,2607,74501,98008,0,1928,14481,0,1797,0,150652,10970,76480,45614,3874,27489,21595,211108,41277,1879,0,43414,572734,4198,1228,657,3322,54630,6995,29013,58692,1080,326245,0,90259,6934,0,145287,11615,110358
2020-08-16,2306,281817,2658,75558,101551,0,2009,14987,0,1843,0,151928,11339,77559,46410,3993,28021,22389,219926,42885,1909,0,44433,584754,4390,1292,777,3340,57126,7354,30041,59979,1148,332105,0,91361,7061,0,150061,11940,113432
2020-08-17,2399,289829,2701,76875,103844,0,2102,15471,0,1878,0,152580,11639,78680,47153,4156,28470,23055,226966,44415,1948,0,45455,595865,4569,1374,789,3394,60050,7732,31206,61296,1167,338055,0,92255,7204,0,154418,12175,116498
2020-08-18,2445,296609,2741,79667,106307,0,2216,16025,0,1908,0,153367,11994,79710,48040,4174,28892,23752,233283,46140,1966,0,46385,604358,4687,1418,789,3455,62294,8029,32696,62630,1187,343945,0,93937,7409,0,158216,12493,119578
2020-08-19,2529,306261,2875,82201,109498,0,2305,16833,0,1951,0,154741,12333,80802,48936,4235,29326,24477,240948,47898,2010,0,47375,615477,4765,1457,860,3520,64533,8396,34400,63977,1207,349654,0,95700,7645,0,162434,12961,122753
2020-08-20,2604,316003,2950,84317,112437,0,2396,17485,0,1995,0,156139,12675,81942,49930,4411,30034,26090,249590,50231,2048,0,48351,628642,4876,1506,873,3558,67122,8750,36084,65289,1232,355449,0,97424,7835,0,167510,13225,125922
2020-08-21,2680,325396,3066,86052,114941,0,2515,18501,0,2030,0,157354,13099,83107,50926,4538,30717,26753,256975,52199,2077,0,49493,643289,4925,1661,895,3583,70020,9292,37824,66619,1290,361435,0,99391,8091,0,172334,13636,129119
2020-08-22,2747,334940,3126,87908,117413,0,2631,19510,0,2082,0,158604,13484,84311,52129,4728,31371,28196,264546,54182,2133,0,50640,657450,5049,1718,903,3619,72718,9594,39327,67954,1336,367430,0,101865,8371,0,177239,14083,132364
2020-08-23,2808,345216,3223,89468,119529,0,2776,20078,0,2120,0,160016,13790,85523,53290,4895,31981,28571,271876,56354,2210,0,51866,671942,5132,1811,917,3635,75537,10112,40643,69264,1381,373410,0,104249,8702,0,182453,14566,135596
2020-08-24,2860,353111,3263,90740,121947,0,2918,20918,0,2161,0,161466,13999,86624,54386,5001,32647,29677,277814,58262,2279,0,53129,682383,5246,1917,918,3686,78530,10522,41779,70609,1403,379385,0,106091,8902,0,187781,15124,138870
2020-08-25,2904,361712,3312,92619,123198,0,3035,22054,0,2181,0,162527,14138,87691,55460,5101,33075,31005,283665,59504,2330,0,54421,693398,5362,1976,953,3714,81479,10859,43284,71955,1446,385352,0,108670,9195,0,192382,15529,141837
2020-08-26,2945,371639,3412,94592,124536,0,3209,23341,0,2203,0,164071,14530,88805,56608,5154,33776,31973,291826,61879,2420,0,55800,703823,5444,2018,967,3752,84231,11426,44577,73325,1475,391303,0,111688,9523,0,197388,16014,144801
2020-08-27,2985,382469,3555,96771,126714,0,3376,24550,0,2228,0,165764,15027,89994,58005,5321,34480,33046,300406,64355,2451,0,56864,718711,5585,2050,967,3778,87602,11930,46090,74670,1486,397261,0,114483,9908,0,203028,16549,147775
2020-08-28,3018,393090,3633,98807,128780,0,3564,25988,0,2266,0,167604,15483,91179,59298,5501,35135,34396,309792,66761,2492,0,58181,733568,5725,2129,974,3784,90986,12434,47836,76015,1542,403242,0,117415,10414,0,208419,17277,150772
2020-08-29,3050,403616,3745,101367,131057,0,3724,27233,0,2290,0,169412,16006,92452,60596,5637,35831,35321,318752,69304,2540,0,59433,747995,5843,2240,1003,3805,94668,13024,49378,77370,1576,409238,0,120166,10857,0,213824,17865,153754
2020-08-30,3081,414164,3877,103794,133003,0,3985,28746,0,2306,0,171366,16553,93734,61987,5781,36377,36857,327076,71701,2603,0,60875,764281,5960,2283,1008,3851,97920,13556,50848,78777,1602,415590,0,123090,11307,0,219457,18571,156766
2020-08-31,3104,424767,4034,105774,135035,0,4155,30092,0,2340,0,173390,17004,95009,63282,5945,37163,38435,335928,73855,2638,0,62433,780689,6112,2343,1011,3922,100934,14127,52526,80227,1627,422085,0,124963,11644,0,225632,19235,159785
2020-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-03,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,1,9,2,0,0,2,0,0,0,0,0,0,1,15,0,1,0,1,0,0,7,0,0
2020-09-04,11,348,1,28,39,0,18,10,0,0,0,669,7,179,169,18,158,13,181,345,14,0,259,1135,2,0,1,0,42,5,101,383,0,738,0,442,1,0,410,35,103
2020-09-05,33,1887,1,59,571,0,150,59,0,1,0,6318,7,7402,647,50,823,132,753,503,42,0,3341,19063,2,12,1,0,271,9,1731,3579,0,6009,0,1133,118,0,3214,63,1678
2020-09-06,33,4851,51,2776,5202,8803,317,1160,0,22,0,29943,330,20545,4854,421,4285,1256,5760,2005,103,0,9638,88528,272,36,42,123,2994,127,2663,10763,7,33229,0,3650,838,0,10947,1411,8613
2020-09-07,149,22259,287,13336,13189,4385,513,3525,0,408,0,104864,2039,38333,18690,1101,9261,3096,28877,6195,1041,0,16036,223724,1435,80,197,657,10624,1008,6907,22063,133,122350,0,29536,1761,0,31156,3258,24823
2020-09-08,1351,217040,2117,57714,75294,0,1426,11743,0,1456,0,144127,8206,69869,40843,3264,24390,17094,172102,33120,1639,0,38157,503084,3635,1023,593,2688,44193,5123,22928,51328,860,290907,0,79495,6146,0,118038,9402,92615
2020-09-09,3392,517094,5402,130823,150502,0,6372,50114,0,2617,0,197135,21630,106804,81059,7831,45925,55296,412190,92515,3102,0,77323,943772,7202,3076,1123,4245,131382,17749,67547,94126,1958,474940,0,147642,16717,0,278473,26094,186956
2020-09-10,3952,739719,11479,191397,193072,0,12922,134612,0,3132,0,300833,37102,147789,138682,16778,81793,90486,679356,258850,4902,0,142022,1493884,12679,7261,2157,6736,244142,30539,121716,152605,3246,640943,0,208535,27982,0,427459,53359,284030
2020-09-11,4450,842967,15436,208789,221624,0,15134,200937,0,3274,0,438529,45065,180537,182804,25486,98892,104442,846887,486109,6809,0,177359,1719858,20376,10202,3096,9474,301574,35838,137445,211310,4245,743822,0,251188,31543,0,497563,65279,405314
2020-09-12,4778,872839,16437,214019,239322,0,18239,249699,0,3351,0,597112,48935,221493,246679,46201,114038,110639,895284,644696,8969,0,217302,1859367,26396,12410,3977,11479,321913,37311,157331,284116,5215,792788,0,275261,32945,0,558173,79141,507995
2020-09-13,3521,557587,5975,140471,156703,0,7542,61763,0,2725,0,214069,24185,112174,91115,9229,52410,60460,449551,105139,3294,0,85966,1037765,7731,3615,1414,5064,146894,19445,77057,100705,2055,497066,0,157096,18910,0,305831,30336,199493
2020-09-14,3546,567123,6121,141763,158285,0,7991,63991,0,2745,0,218304,24592,113500,93641,9555,54096,61474,459445,108278,3345,0,88247,1060308,7875,3724,1428,5083,150807,19833,79679,102408,2086,502759,0,158513,19165,0,312036,31973,202708
2020-09-15,3557,575079,6298,144166,160366,0,8245,67327,0,2763,0,221533,24898,114834,96129,9923,55325,62737,467689,110818,3419,0,90730,1077374,7971,3864,1468,5214,155005,20226,82113,104138,2119,508511,0,160571,19696,0,317195,33016,205919
2020-09-16,3574,583925,6466,146575,160871,0,8592,70777,0,2783,0,225796,25511,116183,98622,10335,56654,64439,475265,114033,3499,0,93053,1097856,8210,4036,1480,5229,158650,20601,84482,105898,2173,514208,0,162844,20150,0,324036,34407,209146
2020-09-17,3593,592760,6692,148969,162463,0,8958,73966,0,2810,0,230269,26139,117547,101316,10795,58244,66074,484990,117863,3535,0,95515,1121221,8320,4195,1506,5263,162920,21111,87184,107680,2221,519860,0,165003,20676,0,330265,35947,212383
2020-09-18,3604,601462,6851,150349,164051,0,9256,77775,0,2831,0,234701,26783,118926,103773,11190,59711,67100,494356,122214,3576,0,97906,1145840,8430,4356,1534,5306,167161,21428,90032,109473,2274,525420,0,167046,20949,0,336294,37139,215580
2020-09-19,3631,609558,7005,152858,165218,0,9506,81617,0,2859,0,238828,27379,120336,106261,11622,61041,68578,502982,126381,3635,0,100458,1167496,8607,4445,1548,5357,171341,21913,92833,111290,2303,530908,0,169169,21484,0,342788,38007,218772
2020-09-20,3644,617776,7250,155453,166788,0,9796,84234,0,2887,0,242899,28022,121768,108952,11908,62533,69860,511346,131005,3708,0,103065,1188015,8724,4557,1578,5392,175550,22456,95529,113124,2423,536477,0,171306,22032,0,348517,40085,221960
2020-09-21,3651,625514,7385,156680,169024,0,10082,86183,0,2924,0,246711,28429,123175,111257,12129,63990,71352,519537,135721,3753,0,105644,1208642,8894,4660,1585,5451,179880,22926,97689,114989,2472,541993,0,172608,22275,0,354275,40963,225137
2020-09-22,3673,631749,7595,159320,169651,0,10298,88181,0,2933,0,249259,28753,124605,113075,12438,65026,72673,526876,138631,3832,0,108167,1224380,9010,4733,1692,5544,184122,23191,99930,116881,2528,547337,0,174774,22834,0,358893,41777,228302
2020-09-23,3691,639302,7844,161393,171255,0,10546,90917,0,2944,0,253075,29343,126007,114870,12769,66261,73948,533850,142756,3887,0,110711,1242770,9280,4791,1713,5604,188311,23684,101341,118793,2594,552674,0,177070,23338,0,364543,42651,231484
2020-09-24,3712,646530,8133,163491,172854,0,10726,93351,0,2962,0,256789,29879,127379,116856,13049,67510,75089,540847,148132,3933,0,113057,1263799,9376,4961,1713,5671,192548,24227,103464,120739,2628,557999,0,179246,23789,0,369686,43720,234673
2020-09-25,3744,654385,8416,165582,174071,0,10968,95623,0,2977,0,260623,30552,128787,118554,13386,68614,76438,548557,154456,3969,0,115361,1282963,9537,5078,1786,5730,196888,24895,105220,122720,2692,563691,0,181627,24130,0,374277,44404,237869
2020-09-26,3759,661458,8671,167374,175525,0,11212,98565,0,2989,0,264450,31071,130229,120578,13679,69832,77709,557212,160933,4025,0,117588,1300757,9791,5158,1835,5768,201096,25489,107096,124730,2785,569370,0,183866,24408,0,378533,45332,241059
2020-09-27,3774,668751,8869,169110,177072,0,11380,102461,0,2996,0,267822,31574,131646,122267,13996,71049,78935,566023,167939,4093,0,119899,1321176,10051,5212,1865,5862,205452,26032,108684,126775,2833,575017,0,185833,24728,0,382835,46281,244240
2020-09-28,3794,675674,9004,169985,178702,0,11553,104733,0,3002,0,271114,31958,133057,123782,14191,72190,79909,575566,175384,4103,0,122209,1339232,10299,5302,1908,5946,209374,26400,110106,128859,2871,580808,0,187211,24921,0,387085,47045,247425
2020-09-29,3803,681161,9332,173629,179832,0,11678,108458,0,3012,0,273098,32396,134461,125412,14457,73014,81417,582458,179922,4152,0,124166,1351153,10477,5362,1958,5957,212609,26685,111375,130971,2896,586397,0,189283,25353,0,390875,47502,250580
2020-09-30,3821,687351,9553,177221,181285,0,11816,110655,0,3032,0,276325,32777,135842,126974,14747,74095,82540,592911,187276,4195,0,126043,1366129,10746,5463,1986,6040,215676,27066,112460,133119,2937,591943,0,191386,25734,0,394856,47995,253768
2020-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,4,15,2,0,0,5,0,0,0,0,0,0,1,15,0,1,0,1,0,0,7,0,0
2020-10-04,11,363,1,29,60,0,18,10,0,0,0,898,7,241,169,28,184,13,197,357,15,0,259,1364,2,0,1,0,44,5,132,463,0,834,0,473,1,0,431,35,116
2020-10-05,33,1930,1,63,591,0,169,59,0,1,0,6542,7,7796,675,50,836,156,794,505,42,0,3614,20228,2,13,1,0,294,9,1762,3708,0,6535,0,1163,134,0,3373,67,1786
